26,108,93,2391,15.5,74,3,4
31,79,67,2000,16,74,2,4
19,225,95,3264,16,75,1,6
18,250,105,3459,16,75,1,6
15,250,72,3432,21,75,1,6
15,250,72,3158,19.5,75,1,6
16,400,170,4668,11.5,75,1,8
15,350,145,4440,14,75,1,8
16,318,150,4498,14.5,75,1,8
14,351,148,4657,13.5,75,1,8
17,231,110,3907,21,75,1,6
16,250,105,3897,18.5,75,1,6
15,258,110,3730,19,75,1,6
18,225,95,3785,19,75,1,6
21,231,110,3039,15,75,1,6
20,262,110,3221,13.5,75,1,8
13,302,129,3169,12,75,1,8
29,97,75,2171,16,75,3,4
23,140,83,2639,17,75,1,4
20,232,100,2914,16,75,1,6
23,140,78,2592,18.5,75,1,4
24,134,96,2702,13.5,75,3,4
25,90,71,2223,16.5,75,2,4
24,119,97,2545,17,75,3,4
18,171,97,2984,14.5,75,1,6
29,90,70,1937,14,75,2,4
19,232,90,3211,17,75,1,6
23,115,95,2694,15,75,2,4
23,120,88,2957,17,75,2,4
22,121,98,2945,14.5,75,2,4
25,121,115,2671,13.5,75,2,4
33,91,53,1795,17.5,75,3,4
28,107,86,2464,15.5,76,2,4
25,116,81,2220,16.9,76,2,4
25,140,92,2572,14.9,76,1,4
26,98,79,2255,17.7,76,1,4
27,101,83,2202,15.3,76,2,4
17.5,305,140,4215,13,76,1,8
16,318,150,4190,13,76,1,8
15.5,304,120,3962,13.9,76,1,8
14.5,351,152,4215,12.8,76,1,8
22,225,100,3233,15.4,76,1,6
22,250,105,3353,14.5,76,1,6
24,200,81,3012,17.6,76,1,6
22.5,232,90,3085,17.6,76,1,6
29,85,52,2035,22.2,76,1,4
24.5,98,60,2164,22.1,76,1,4
29,90,70,1937,14.2,76,2,4
33,91,53,1795,17.4,76,3,4
20,225,100,3651,17.7,76,1,6
18,250,78,3574,21,76,1,6
18.5,250,110,3645,16.2,76,1,6
17.5,258,95,3193,17.8,76,1,6
29.5,97,71,1825,12.2,76,2,4
32,85,70,1990,17,76,3,4
28,97,75,2155,16.4,76,3,4
26.5,140,72,2565,13.6,76,1,4
20,130,102,3150,15.7,76,2,4
13,318,150,3940,13.2,76,1,8
19,120,88,3270,21.9,76,2,4
19,156,108,2930,15.5,76,3,6
16.5,168,120,3820,16.7,76,2,6
16.5,350,180,4380,12.1,76,1,8
13,350,145,4055,12,76,1,8
13,302,130,3870,15,76,1,8
13,318,150,3755,14,76,1,8
31.5,98,68,2045,18.5,77,3,4
30,111,80,2155,14.8,77,1,4
36,79,58,1825,18.6,77,2,4
25.5,122,96,2300,15.5,77,1,4
33.5,85,70,1945,16.8,77,3,4
17.5,305,145,3880,12.5,77,1,8
17,260,110,4060,19,77,1,8
15.5,318,145,4140,13.7,77,1,8
15,302,130,4295,14.9,77,1,8
17.5,250,110,3520,16.4,77,1,6
20.5,231,105,3425,16.9,77,1,6
19,225,100,3630,17.7,77,1,6
18.5,250,98,3525,19,77,1,6
16,400,180,4220,11.1,77,1,8
15.5,350,170,4165,11.4,77,1,8
15.5,400,190,4325,12.2,77,1,8
16,351,149,4335,14.5,77,1,8
29,97,78,1940,14.5,77,2,4
24.5,151,88,2740,16,77,1,4
26,97,75,2265,18.2,77,3,4
25.5,140,89,2755,15.8,77,1,4
30.5,98,63,2051,17,77,1,4
33.5,98,83,2075,15.9,77,1,4
30,97,67,1985,16.4,77,3,4
30.5,97,78,2190,14.1,77,2,4
22,146,97,2815,14.5,77,3,6
21.5,121,110,2600,12.8,77,2,4
21.5,80,110,2720,13.5,77,3,3
43.1,90,48,1985,21.5,78,2,4
36.1,98,66,1800,14.4,78,1,4
32.8,78,52,1985,19.4,78,3,4
39.4,85,70,2070,18.6,78,3,4
36.1,91,60,1800,16.4,78,3,4
19.9,260,110,3365,15.5,78,1,8
19.4,318,140,3735,13.2,78,1,8
20.2,302,139,3570,12.8,78,1,8
19.2,231,105,3535,19.2,78,1,6
20.5,200,95,3155,18.2,78,1,6
20.2,200,85,2965,15.8,78,1,6
25.1,140,88,2720,15.4,78,1,4
20.5,225,100,3430,17.2,78,1,6
19.4,232,90,3210,17.2,78,1,6
20.6,231,105,3380,15.8,78,1,6
20.8,200,85,3070,16.7,78,1,6
18.6,225,110,3620,18.7,78,1,6
18.1,258,120,3410,15.1,78,1,6
19.2,305,145,3425,13.2,78,1,8
17.7,231,165,3445,13.4,78,1,6
18.1,302,139,3205,11.2,78,1,8
17.5,318,140,4080,13.7,78,1,8
30,98,68,2155,16.5,78,1,4
27.5,134,95,2560,14.2,78,3,4
27.2,119,97,2300,14.7,78,3,4
30.9,105,75,2230,14.5,78,1,4
21.1,134,95,2515,14.8,78,3,4
23.2,156,105,2745,16.7,78,1,4
23.8,151,85,2855,17.6,78,1,4
23.9,119,97,2405,14.9,78,3,4
20.3,131,103,2830,15.9,78,2,5
17,163,125,3140,13.6,78,2,6
21.6,121,115,2795,15.7,78,2,4
16.2,163,133,3410,15.8,78,2,6
31.5,89,71,1990,14.9,78,2,4
29.5,98,68,2135,16.6,78,3,4
21.5,231,115,3245,15.4,79,1,6
19.8,200,85,2990,18.2,79,1,6
22.3,140,88,2890,17.3,79,1,4
20.2,232,90,3265,18.2,79,1,6
20.6,225,110,3360,16.6,79,1,6
17,305,130,3840,15.4,79,1,8
17.6,302,129,3725,13.4,79,1,8
16.5,351,138,3955,13.2,79,1,8
18.2,318,135,3830,15.2,79,1,8
16.9,350,155,4360,14.9,79,1,8
15.5,351,142,4054,14.3,79,1,8
19.2,267,125,3605,15,79,1,8
18.5,360,150,3940,13,79,1,8
31.9,89,71,1925,14,79,2,4
34.1,86,65,1975,15.2,79,3,4
35.7,98,80,1915,14.4,79,1,4
27.4,121,80,2670,15,79,1,4
25.4,183,77,3530,20.1,79,2,5
23,350,125,3900,17.4,79,1,8
27.2,141,71,3190,24.8,79,2,4
23.9,260,90,3420,22.2,79,1,8
34.2,105,70,2200,13.2,79,1,4
34.5,105,70,2150,14.9,79,1,4
31.8,85,65,2020,19.2,79,3,4
37.3,91,69,2130,14.7,79,2,4
28.4,151,90,2670,16,79,1,4
28.8,173,115,2595,11.3,79,1,6
26.8,173,115,2700,12.9,79,1,6
33.5,151,90,2556,13.2,79,1,4
41.5,98,76,2144,14.7,80,2,4
38.1,89,60,1968,18.8,80,3,4
32.1,98,70,2120,15.5,80,1,4
37.2,86,65,2019,16.4,80,3,4
28,151,90,2678,16.5,80,1,4
26.4,140,88,2870,18.1,80,1,4
24.3,151,90,3003,20.1,80,1,4
19.1,225,90,3381,18.7,80,1,6
34.3,97,78,2188,15.8,80,2,4
29.8,134,90,2711,15.5,80,3,4
31.3,120,75,2542,17.5,80,3,4
37,119,92,2434,15,80,3,4
32.2,108,75,2265,15.2,80,3,4
46.6,86,65,2110,17.9,80,3,4
27.9,156,105,2800,14.4,80,1,4
40.8,85,65,2110,19.2,80,3,4
44.3,90,48,2085,21.7,80,2,4
43.4,90,48,2335,23.7,80,2,4
36.4,121,67,2950,19.9,80,2,5
30,146,67,3250,21.8,80,2,4
44.6,91,67,1850,13.8,80,3,4
33.8,97,67,2145,18,80,3,4
29.8,89,62,1845,15.3,80,2,4
32.7,168,132,2910,11.4,80,3,6
23.7,70,100,2420,12.5,80,3,3
35,122,88,2500,15.1,80,2,4
32.4,107,72,2290,17,80,3,4
27.2,135,84,2490,15.7,81,1,4
26.6,151,84,2635,16.4,81,1,4
25.8,156,92,2620,14.4,81,1,4
23.5,173,110,2725,12.6,81,1,6
30,135,84,2385,12.9,81,1,4
39.1,79,58,1755,16.9,81,3,4
39,86,64,1875,16.4,81,1,4
35.1,81,60,1760,16.1,81,3,4
32.3,97,67,2065,17.8,81,3,4
37,85,65,1975,19.4,81,3,4
37.7,89,62,2050,17.3,81,3,4
34.1,91,68,1985,16,81,3,4
34.7,105,63,2215,14.9,81,1,4
34.4,98,65,2045,16.2,81,1,4
29.9,98,65,2380,20.7,81,1,4
33,105,74,2190,14.2,81,2,4
33.7,107,75,2210,14.4,81,3,4
32.4,108,75,2350,16.8,81,3,4
32.9,119,100,2615,14.8,81,3,4
31.6,120,74,2635,18.3,81,3,4
28.1,141,80,3230,20.4,81,2,4
30.7,145,76,3160,19.6,81,2,6
25.4,168,116,2900,12.6,81,3,6
24.2,146,120,2930,13.8,81,3,6
22.4,231,110,3415,15.8,81,1,6
26.6,350,105,3725,19,81,1,8
20.2,200,88,3060,17.1,81,1,6
17.6,225,85,3465,16.6,81,1,6
28,112,88,2605,19.6,82,1,4
27,112,88,2640,18.6,82,1,4
34,112,88,2395,18,82,1,4
31,112,85,2575,16.2,82,1,4
29,135,84,2525,16,82,1,4
27,151,90,2735,18,82,1,4
24,140,92,2865,16.4,82,1,4
36,105,74,1980,15.3,82,2,4
37,91,68,2025,18.2,82,3,4
31,91,68,1970,17.6,82,3,4
38,105,63,2125,14.7,82,1,4
36,98,70,2125,17.3,82,1,4
36,120,88,2160,14.5,82,3,4
36,107,75,2205,14.5,82,3,4
34,108,70,2245,16.9,82,3,4
38,91,67,1965,15,82,3,4
32,91,67,1965,15.7,82,3,4
38,91,67,1995,16.2,82,3,4
25,181,110,2945,16.4,82,1,6
38,262,85,3015,17,82,1,6
26,156,92,2585,14.5,82,1,4
22,232,112,2835,14.7,82,1,6
32,144,96,2665,13.9,82,3,4
36,135,84,2370,13,82,1,4
27,151,90,2950,17.3,82,1,4
27,140,86,2790,15.6,82,1,4
44,97,52,2130,24.6,82,2,4
32,135,84,2295,11.6,82,1,4
28,120,79,2625,18.6,82,1,4
31,119,82,2720,19.4,82,1,4
